1,2,3,4,F2/F1
2.3333,1.8889,26.6667,1,0
2.3333,1.8889,26.6667,2,0
2.3333,1.8889,26.6667,3,0
2.3333,1.8889,26.6667,4,0
2.3333,1.8889,26.6667,5,0
2.3333,1.8889,26.6667,6,0
2.3333,1.8889,26.6667,7,0.0493
2.3333,1.8889,26.6667,8,0.1919
2.3333,1.8889,26.6667,9,0.2918
1,2.3333,26.6667,3,0
2.3333,1.8889,26.6667,10,0.3707
2.3333,1.8889,30,1,0
2.3333,1.8889,30,2,0
2.3333,1.8889,30,3,0
2.3333,1.8889,30,4,0
2.3333,1.8889,30,5,0
2.3333,1.8889,30,6,0
2.3333,1.8889,30,7,0.0768
2.3333,1.8889,30,8,0.2157
2.3333,1.8889,30,9,0.3185
1,2.3333,26.6667,4,0
2.3333,1.8889,30,10,0.3954
2.3333,1.8889,33.3333,1,0
2.3333,1.8889,33.3333,2,0
2.3333,1.8889,33.3333,3,0
2.3333,1.8889,33.3333,4,0
2.3333,1.8889,33.3333,5,0
2.3333,1.8889,33.3333,6,0
2.3333,1.8889,33.3333,7,0.0088
2.3333,1.8889,33.3333,8,0.1683
2.3333,1.8889,33.3333,9,0.2822
1,2.3333,26.6667,5,0
2.3333,1.8889,33.3333,10,0.3673
2.3333,1.8889,36.6667,1,0
2.3333,1.8889,36.6667,2,0
2.3333,1.8889,36.6667,3,0
2.3333,1.8889,36.6667,4,0
2.3333,1.8889,36.6667,5,0
2.3333,1.8889,36.6667,6,0
2.3333,1.8889,36.6667,7,0.0199
2.3333,1.8889,36.6667,8,0.1708
2.3333,1.8889,36.6667,9,0.2912
1,2.3333,26.6667,6,0
2.3333,1.8889,36.6667,10,0.3774
2.3333,1.8889,40,1,0
2.3333,1.8889,40,2,0
2.3333,1.8889,40,3,0
2.3333,1.8889,40,4,0
2.3333,1.8889,40,5,0
2.3333,1.8889,40,6,0
2.3333,1.8889,40,7,0.0846
2.3333,1.8889,40,8,0.237
2.3333,1.8889,40,9,0.3485
1,2.3333,26.6667,7,0
2.3333,1.8889,40,10,0.4267
2.3333,1.8889,43.3333,1,0
2.3333,1.8889,43.3333,2,0
2.3333,1.8889,43.3333,3,0
2.3333,1.8889,43.3333,4,0
2.3333,1.8889,43.3333,5,0
2.3333,1.8889,43.3333,6,0
2.3333,1.8889,43.3333,7,0.0876
2.3333,1.8889,43.3333,8,0.2463
2.3333,1.8889,43.3333,9,0.3551
1,2.3333,26.6667,8,0
2.3333,1.8889,43.3333,10,0.4428
2.3333,1.8889,46.6667,1,0
2.3333,1.8889,46.6667,2,0
2.3333,1.8889,46.6667,3,0
2.3333,1.8889,46.6667,4,0
2.3333,1.8889,46.6667,5,0
2.3333,1.8889,46.6667,6,0
2.3333,1.8889,46.6667,7,0.0916
2.3333,1.8889,46.6667,8,0.2598
2.3333,1.8889,46.6667,9,0.3717
1,2.3333,26.6667,9,0.0904
2.3333,1.8889,46.6667,10,0.4615
2.3333,1.8889,50,1,0
2.3333,1.8889,50,2,0
2.3333,1.8889,50,3,0
2.3333,1.8889,50,4,0
2.3333,1.8889,50,5,0
2.3333,1.8889,50,6,0
2.3333,1.8889,50,7,0.0964
2.3333,1.8889,50,8,0.2651
2.3333,1.8889,50,9,0.3813
1,1,30,3,0
1,2.3333,26.6667,10,0.2005
2.3333,1.8889,50,10,0.46
2.3333,2.3333,20,1,0
2.3333,2.3333,20,2,0
2.3333,2.3333,20,3,0
2.3333,2.3333,20,4,0
2.3333,2.3333,20,5,0
2.3333,2.3333,20,6,0
2.3333,2.3333,20,7,0
2.3333,2.3333,20,8,0
2.3333,2.3333,20,9,0.0087
1,2.3333,30,1,0
2.3333,2.3333,20,10,0.1236
2.3333,2.3333,23.3333,1,0
2.3333,2.3333,23.3333,2,0
2.3333,2.3333,23.3333,3,0
2.3333,2.3333,23.3333,4,0
2.3333,2.3333,23.3333,5,0
2.3333,2.3333,23.3333,6,0
2.3333,2.3333,23.3333,7,0
2.3333,2.3333,23.3333,8,0
2.3333,2.3333,23.3333,9,0.0217
1,2.3333,30,2,0
2.3333,2.3333,23.3333,10,0.1473
2.3333,2.3333,26.6667,1,0
2.3333,2.3333,26.6667,2,0
2.3333,2.3333,26.6667,3,0
2.3333,2.3333,26.6667,4,0
2.3333,2.3333,26.6667,5,0
2.3333,2.3333,26.6667,6,0
2.3333,2.3333,26.6667,7,0
2.3333,2.3333,26.6667,8,0
2.3333,2.3333,26.6667,9,0.0856
1,2.3333,30,3,0
2.3333,2.3333,26.6667,10,0.1932
2.3333,2.3333,30,1,0
2.3333,2.3333,30,2,0
2.3333,2.3333,30,3,0
2.3333,2.3333,30,4,0
2.3333,2.3333,30,5,0
2.3333,2.3333,30,6,0
2.3333,2.3333,30,7,0
2.3333,2.3333,30,8,0
2.3333,2.3333,30,9,0.1102
1,2.3333,30,4,0
2.3333,2.3333,30,10,0.2188
2.3333,2.3333,33.3333,1,0
2.3333,2.3333,33.3333,2,0
2.3333,2.3333,33.3333,3,0
2.3333,2.3333,33.3333,4,0
2.3333,2.3333,33.3333,5,0
2.3333,2.3333,33.3333,6,0
2.3333,2.3333,33.3333,7,0
2.3333,2.3333,33.3333,8,0
2.3333,2.3333,33.3333,9,0.1159
1,2.3333,30,5,0
2.3333,2.3333,33.3333,10,0.2265
2.3333,2.3333,36.6667,1,0
2.3333,2.3333,36.6667,2,0
2.3333,2.3333,36.6667,3,0
2.3333,2.3333,36.6667,4,0
2.3333,2.3333,36.6667,5,0
2.3333,2.3333,36.6667,6,0
2.3333,2.3333,36.6667,7,0
2.3333,2.3333,36.6667,8,0
2.3333,2.3333,36.6667,9,0.1277
1,2.3333,30,6,0
2.3333,2.3333,36.6667,10,0.245
2.3333,2.3333,40,1,0
2.3333,2.3333,40,2,0
2.3333,2.3333,40,3,0
2.3333,2.3333,40,4,0
2.3333,2.3333,40,5,0
2.3333,2.3333,40,6,0
2.3333,2.3333,40,7,0
2.3333,2.3333,40,8,0
2.3333,2.3333,40,9,0.0621
1,2.3333,30,7,0
2.3333,2.3333,40,10,0.1786
2.3333,2.3333,43.3333,1,0
2.3333,2.3333,43.3333,2,0
2.3333,2.3333,43.3333,3,0
2.3333,2.3333,43.3333,4,0
2.3333,2.3333,43.3333,5,0
2.3333,2.3333,43.3333,6,0
2.3333,2.3333,43.3333,7,0
2.3333,2.3333,43.3333,8,0
2.3333,2.3333,43.3333,9,0.066
1,2.3333,30,8,0
2.3333,2.3333,43.3333,10,0.2027
2.3333,2.3333,46.6667,1,0
2.3333,2.3333,46.6667,2,0
2.3333,2.3333,46.6667,3,0
2.3333,2.3333,46.6667,4,0
2.3333,2.3333,46.6667,5,0
2.3333,2.3333,46.6667,6,0
2.3333,2.3333,46.6667,7,0
2.3333,2.3333,46.6667,8,0
2.3333,2.3333,46.6667,9,0
1,2.3333,30,9,0.0948
2.3333,2.3333,46.6667,10,0.1087
2.3333,2.3333,50,1,0
2.3333,2.3333,50,2,0
2.3333,2.3333,50,3,0
2.3333,2.3333,50,4,0
2.3333,2.3333,50,5,0
2.3333,2.3333,50,6,0
2.3333,2.3333,50,7,0
2.3333,2.3333,50,8,0
2.3333,2.3333,50,9,0.1433
1,1,30,4,0.2011
1,2.3333,30,10,0.2125
2.3333,2.3333,50,10,0.2634
2.3333,2.7778,20,1,0
2.3333,2.7778,20,2,0
2.3333,2.7778,20,3,0
2.3333,2.7778,20,4,0
2.3333,2.7778,20,5,0
2.3333,2.7778,20,6,0
2.3333,2.7778,20,7,0
2.3333,2.7778,20,8,0
2.3333,2.7778,20,9,0
1,2.3333,33.3333,1,0
2.3333,2.7778,20,10,0
2.3333,2.7778,23.3333,1,0
2.3333,2.7778,23.3333,2,0
2.3333,2.7778,23.3333,3,0
2.3333,2.7778,23.3333,4,0
2.3333,2.7778,23.3333,5,0
2.3333,2.7778,23.3333,6,0
2.3333,2.7778,23.3333,7,0
2.3333,2.7778,23.3333,8,0
2.3333,2.7778,23.3333,9,0
1,2.3333,33.3333,2,0
2.3333,2.7778,23.3333,10,0
2.3333,2.7778,26.6667,1,0
2.3333,2.7778,26.6667,2,0
2.3333,2.7778,26.6667,3,0
2.3333,2.7778,26.6667,4,0
2.3333,2.7778,26.6667,5,0
2.3333,2.7778,26.6667,6,0
2.3333,2.7778,26.6667,7,0
2.3333,2.7778,26.6667,8,0
2.3333,2.7778,26.6667,9,0
1,2.3333,33.3333,3,0
2.3333,2.7778,26.6667,10,0
2.3333,2.7778,30,1,0
2.3333,2.7778,30,2,0
2.3333,2.7778,30,3,0
2.3333,2.7778,30,4,0
2.3333,2.7778,30,5,0
2.3333,2.7778,30,6,0
2.3333,2.7778,30,7,0
2.3333,2.7778,30,8,0
2.3333,2.7778,30,9,0
1,2.3333,33.3333,4,0
2.3333,2.7778,30,10,0.0191
2.3333,2.7778,33.3333,1,0
2.3333,2.7778,33.3333,2,0
2.3333,2.7778,33.3333,3,0
2.3333,2.7778,33.3333,4,0
2.3333,2.7778,33.3333,5,0
2.3333,2.7778,33.3333,6,0
2.3333,2.7778,33.3333,7,0
2.3333,2.7778,33.3333,8,0
2.3333,2.7778,33.3333,9,0
1,2.3333,33.3333,5,0
2.3333,2.7778,33.3333,10,0.0283
2.3333,2.7778,36.6667,1,0
2.3333,2.7778,36.6667,2,0
2.3333,2.7778,36.6667,3,0
2.3333,2.7778,36.6667,4,0
2.3333,2.7778,36.6667,5,0
2.3333,2.7778,36.6667,6,0
2.3333,2.7778,36.6667,7,0
2.3333,2.7778,36.6667,8,0
2.3333,2.7778,36.6667,9,0
1,2.3333,33.3333,6,0
2.3333,2.7778,36.6667,10,0.0258
2.3333,2.7778,40,1,0
2.3333,2.7778,40,2,0
2.3333,2.7778,40,3,0
2.3333,2.7778,40,4,0
2.3333,2.7778,40,5,0
2.3333,2.7778,40,6,0
2.3333,2.7778,40,7,0
2.3333,2.7778,40,8,0
2.3333,2.7778,40,9,0
1,2.3333,33.3333,7,0
2.3333,2.7778,40,10,0.0257
2.3333,2.7778,43.3333,1,0
2.3333,2.7778,43.3333,2,0
2.3333,2.7778,43.3333,3,0
2.3333,2.7778,43.3333,4,0
2.3333,2.7778,43.3333,5,0
2.3333,2.7778,43.3333,6,0
2.3333,2.7778,43.3333,7,0
2.3333,2.7778,43.3333,8,0
2.3333,2.7778,43.3333,9,0
1,2.3333,33.3333,8,0
2.3333,2.7778,43.3333,10,0.0232
2.3333,2.7778,46.6667,1,0
2.3333,2.7778,46.6667,2,0
2.3333,2.7778,46.6667,3,0
2.3333,2.7778,46.6667,4,0
2.3333,2.7778,46.6667,5,0
2.3333,2.7778,46.6667,6,0
2.3333,2.7778,46.6667,7,0
2.3333,2.7778,46.6667,8,0
2.3333,2.7778,46.6667,9,0
1,2.3333,33.3333,9,0.0926
2.3333,2.7778,46.6667,10,0.0078
2.3333,2.7778,50,1,0
2.3333,2.7778,50,2,0
2.3333,2.7778,50,3,0
2.3333,2.7778,50,4,0
2.3333,2.7778,50,5,0
2.3333,2.7778,50,6,0
2.3333,2.7778,50,7,0
2.3333,2.7778,50,8,0
2.3333,2.7778,50,9,0
1,1,30,5,0.4368
1,2.3333,33.3333,10,0.2215
2.3333,2.7778,50,10,0.0325
2.3333,3.2222,20,1,0
2.3333,3.2222,20,2,0
2.3333,3.2222,20,3,0
2.3333,3.2222,20,4,0
2.3333,3.2222,20,5,0
2.3333,3.2222,20,6,0
2.3333,3.2222,20,7,0
2.3333,3.2222,20,8,0
2.3333,3.2222,20,9,0
1,2.3333,36.6667,1,0
2.3333,3.2222,20,10,0
2.3333,3.2222,23.3333,1,0
2.3333,3.2222,23.3333,2,0
2.3333,3.2222,23.3333,3,0
2.3333,3.2222,23.3333,4,0
2.3333,3.2222,23.3333,5,0
2.3333,3.2222,23.3333,6,0
2.3333,3.2222,23.3333,7,0
2.3333,3.2222,23.3333,8,0
2.3333,3.2222,23.3333,9,0
1,2.3333,36.6667,2,0
2.3333,3.2222,23.3333,10,0
2.3333,3.2222,26.6667,1,0
2.3333,3.2222,26.6667,2,0
2.3333,3.2222,26.6667,3,0
2.3333,3.2222,26.6667,4,0
2.3333,3.2222,26.6667,5,0
2.3333,3.2222,26.6667,6,0
2.3333,3.2222,26.6667,7,0
2.3333,3.2222,26.6667,8,0
2.3333,3.2222,26.6667,9,0
1,2.3333,36.6667,3,0
2.3333,3.2222,26.6667,10,0
2.3333,3.2222,30,1,0
2.3333,3.2222,30,2,0
2.3333,3.2222,30,3,0
2.3333,3.2222,30,4,0
2.3333,3.2222,30,5,0
2.3333,3.2222,30,6,0
2.3333,3.2222,30,7,0
2.3333,3.2222,30,8,0
2.3333,3.2222,30,9,0
1,2.3333,36.6667,4,0
2.3333,3.2222,30,10,0
2.3333,3.2222,33.3333,1,0
2.3333,3.2222,33.3333,2,0
2.3333,3.2222,33.3333,3,0
2.3333,3.2222,33.3333,4,0
2.3333,3.2222,33.3333,5,0
2.3333,3.2222,33.3333,6,0
2.3333,3.2222,33.3333,7,0
2.3333,3.2222,33.3333,8,0
2.3333,3.2222,33.3333,9,0
1,2.3333,36.6667,5,0
2.3333,3.2222,33.3333,10,0
2.3333,3.2222,36.6667,1,0
2.3333,3.2222,36.6667,2,0
2.3333,3.2222,36.6667,3,0
2.3333,3.2222,36.6667,4,0
2.3333,3.2222,36.6667,5,0
2.3333,3.2222,36.6667,6,0
2.3333,3.2222,36.6667,7,0
2.3333,3.2222,36.6667,8,0
2.3333,3.2222,36.6667,9,0
1,2.3333,36.6667,6,0
2.3333,3.2222,36.6667,10,0
2.3333,3.2222,40,1,0
2.3333,3.2222,40,2,0
2.3333,3.2222,40,3,0
2.3333,3.2222,40,4,0
2.3333,3.2222,40,5,0
2.3333,3.2222,40,6,0
2.3333,3.2222,40,7,0
2.3333,3.2222,40,8,0
2.3333,3.2222,40,9,0
1,2.3333,36.6667,7,0
2.3333,3.2222,40,10,0
2.3333,3.2222,43.3333,1,0
2.3333,3.2222,43.3333,2,0
2.3333,3.2222,43.3333,3,0
2.3333,3.2222,43.3333,4,0
2.3333,3.2222,43.3333,5,0
2.3333,3.2222,43.3333,6,0
2.3333,3.2222,43.3333,7,0
2.3333,3.2222,43.3333,8,0
2.3333,3.2222,43.3333,9,0
1,2.3333,36.6667,8,0
2.3333,3.2222,43.3333,10,0
2.3333,3.2222,46.6667,1,0
2.3333,3.2222,46.6667,2,0
2.3333,3.2222,46.6667,3,0
2.3333,3.2222,46.6667,4,0
2.3333,3.2222,46.6667,5,0
2.3333,3.2222,46.6667,6,0
2.3333,3.2222,46.6667,7,0
2.3333,3.2222,46.6667,8,0
2.3333,3.2222,46.6667,9,0
1,2.3333,36.6667,9,0.0961
2.3333,3.2222,46.6667,10,0
2.3333,3.2222,50,1,0
2.3333,3.2222,50,2,0
2.3333,3.2222,50,3,0
2.3333,3.2222,50,4,0
2.3333,3.2222,50,5,0
2.3333,3.2222,50,6,0
2.3333,3.2222,50,7,0
2.3333,3.2222,50,8,0
2.3333,3.2222,50,9,0
1,1,30,6,0.5638
1,2.3333,36.6667,10,0.2198
2.3333,3.2222,50,10,0
2.3333,3.6667,20,1,0
2.3333,3.6667,20,2,0
2.3333,3.6667,20,3,0
2.3333,3.6667,20,4,0
2.3333,3.6667,20,5,0
2.3333,3.6667,20,6,0
2.3333,3.6667,20,7,0
2.3333,3.6667,20,8,0
2.3333,3.6667,20,9,0
1,2.3333,40,1,0
2.3333,3.6667,23.3333,1,0
2.3333,3.6667,23.3333,2,0
2.3333,3.6667,23.3333,3,0
2.3333,3.6667,23.3333,4,0
2.3333,3.6667,23.3333,5,0
2.3333,3.6667,23.3333,6,0
2.3333,3.6667,23.3333,7,0
2.3333,3.6667,23.3333,8,0
2.3333,3.6667,23.3333,9,0
1,2.3333,40,2,0
2.3333,3.6667,23.3333,10,0
2.3333,3.6667,26.6667,1,0
2.3333,3.6667,26.6667,2,0
2.3333,3.6667,26.6667,3,0
2.3333,3.6667,26.6667,4,0
2.3333,3.6667,26.6667,5,0
2.3333,3.6667,26.6667,6,0
2.3333,3.6667,26.6667,7,0
2.3333,3.6667,26.6667,8,0
2.3333,3.6667,26.6667,9,0
1,2.3333,40,3,0
2.3333,3.6667,26.6667,10,0
2.3333,3.6667,30,1,0
2.3333,3.6667,30,2,0
2.3333,3.6667,30,3,0
2.3333,3.6667,30,4,0
2.3333,3.6667,30,5,0
2.3333,3.6667,30,6,0
2.3333,3.6667,30,7,0
2.3333,3.6667,30,8,0
2.3333,3.6667,30,9,0
1,2.3333,40,4,0
2.3333,3.6667,30,10,0
2.3333,3.6667,33.3333,1,0
2.3333,3.6667,33.3333,2,0
2.3333,3.6667,33.3333,3,0
2.3333,3.6667,33.3333,4,0
2.3333,3.6667,33.3333,5,0
2.3333,3.6667,33.3333,6,0
2.3333,3.6667,33.3333,7,0
2.3333,3.6667,33.3333,8,0
2.3333,3.6667,33.3333,9,0
1,2.3333,40,5,0
2.3333,3.6667,33.3333,10,0
2.3333,3.6667,36.6667,1,0
2.3333,3.6667,36.6667,2,0
2.3333,3.6667,36.6667,3,0
2.3333,3.6667,36.6667,4,0
2.3333,3.6667,36.6667,5,0
2.3333,3.6667,36.6667,6,0
2.3333,3.6667,36.6667,7,0
2.3333,3.6667,36.6667,8,0
2.3333,3.6667,36.6667,9,0
1,2.3333,40,6,0
2.3333,3.6667,36.6667,10,0
2.3333,3.6667,40,1,0
2.3333,3.6667,40,2,0
2.3333,3.6667,40,3,0
2.3333,3.6667,40,4,0
2.3333,3.6667,40,5,0
2.3333,3.6667,40,6,0
2.3333,3.6667,40,7,0
2.3333,3.6667,40,8,0
2.3333,3.6667,40,9,0
1,2.3333,40,7,0
2.3333,3.6667,40,10,0
2.3333,3.6667,43.3333,1,0
2.3333,3.6667,43.3333,2,0
2.3333,3.6667,43.3333,3,0
2.3333,3.6667,43.3333,4,0
2.3333,3.6667,43.3333,5,0
2.3333,3.6667,43.3333,6,0
2.3333,3.6667,43.3333,7,0
2.3333,3.6667,43.3333,8,0
2.3333,3.6667,43.3333,9,0
1,2.3333,40,8,0
2.3333,3.6667,43.3333,10,0
2.3333,3.6667,46.6667,1,0
2.3333,3.6667,46.6667,2,0
2.3333,3.6667,46.6667,3,0
2.3333,3.6667,46.6667,4,0
2.3333,3.6667,46.6667,5,0
2.3333,3.6667,46.6667,6,0
2.3333,3.6667,46.6667,7,0
2.3333,3.6667,46.6667,8,0
2.3333,3.6667,46.6667,9,0
1,2.3333,40,9,0.0947
2.3333,3.6667,46.6667,10,0
2.3333,3.6667,50,1,0
2.3333,3.6667,50,2,0
2.3333,3.6667,50,3,0
2.3333,3.6667,50,4,0
2.3333,3.6667,50,5,0
2.3333,3.6667,50,6,0
2.3333,3.6667,50,7,0
2.3333,3.6667,50,8,0
2.3333,3.6667,50,9,0
1,1,30,7,0.6374
1,2.3333,40,10,0.2265
2.3333,3.6667,50,10,0
2.3333,4.1111,20,1,0
2.3333,4.1111,20,2,0
2.3333,4.1111,20,3,0
2.3333,4.1111,20,4,0
2.3333,4.1111,20,5,0
2.3333,4.1111,20,6,0
2.3333,4.1111,20,7,0
2.3333,4.1111,20,8,0
2.3333,4.1111,20,9,0
1,2.3333,43.3333,1,0
2.3333,4.1111,20,10,0
2.3333,4.1111,23.3333,1,0
2.3333,4.1111,23.3333,2,0
2.3333,4.1111,23.3333,3,0
2.3333,4.1111,23.3333,4,0
2.3333,4.1111,23.3333,5,0
2.3333,4.1111,23.3333,6,0
2.3333,4.1111,23.3333,7,0
2.3333,4.1111,23.3333,8,0
2.3333,4.1111,23.3333,9,0
1,2.3333,43.3333,2,0
2.3333,4.1111,23.3333,10,0
2.3333,4.1111,26.6667,1,0
2.3333,4.1111,26.6667,2,0
2.3333,4.1111,26.6667,3,0
2.3333,4.1111,26.6667,4,0
2.3333,4.1111,26.6667,5,0
2.3333,4.1111,26.6667,6,0
2.3333,4.1111,26.6667,7,0
2.3333,4.1111,26.6667,8,0
2.3333,4.1111,26.6667,9,0
1,2.3333,43.3333,3,0
2.3333,4.1111,26.6667,10,0
2.3333,4.1111,30,1,0
2.3333,4.1111,30,2,0
2.3333,4.1111,30,3,0
2.3333,4.1111,30,4,0
2.3333,4.1111,30,5,0
2.3333,4.1111,30,6,0
2.3333,4.1111,30,7,0
2.3333,4.1111,30,8,0
2.3333,4.1111,30,9,0
1,2.3333,43.3333,4,0
2.3333,4.1111,30,10,0
2.3333,4.1111,33.3333,1,0
2.3333,4.1111,33.3333,2,0
2.3333,4.1111,33.3333,3,0
2.3333,4.1111,33.3333,4,0
2.3333,4.1111,33.3333,5,0
2.3333,4.1111,33.3333,6,0
2.3333,4.1111,33.3333,7,0
2.3333,4.1111,33.3333,8,0
2.3333,4.1111,33.3333,9,0
1,2.3333,43.3333,5,0
2.3333,4.1111,33.3333,10,0
2.3333,4.1111,36.6667,1,0
2.3333,4.1111,36.6667,2,0
2.3333,4.1111,36.6667,3,0
2.3333,4.1111,36.6667,4,0
2.3333,4.1111,36.6667,5,0
2.3333,4.1111,36.6667,6,0
2.3333,4.1111,36.6667,7,0
2.3333,4.1111,36.6667,8,0
2.3333,4.1111,36.6667,9,0
1,2.3333,43.3333,6,0
2.3333,4.1111,36.6667,10,0
2.3333,4.1111,40,1,0
2.3333,4.1111,40,2,0
2.3333,4.1111,40,3,0
2.3333,4.1111,40,4,0
2.3333,4.1111,40,5,0
2.3333,4.1111,40,6,0
2.3333,4.1111,40,7,0
2.3333,4.1111,40,8,0
2.3333,4.1111,40,9,0
1,2.3333,43.3333,7,0
2.3333,4.1111,40,10,0
2.3333,4.1111,43.3333,1,0
2.3333,4.1111,43.3333,2,0
2.3333,4.1111,43.3333,3,0
2.3333,4.1111,43.3333,4,0
2.3333,4.1111,43.3333,5,0
2.3333,4.1111,43.3333,6,0
2.3333,4.1111,43.3333,7,0
2.3333,4.1111,43.3333,8,0
2.3333,4.1111,43.3333,9,0
1,2.3333,43.3333,8,0
2.3333,4.1111,43.3333,10,0
2.3333,4.1111,46.6667,1,0
2.3333,4.1111,46.6667,2,0
2.3333,4.1111,46.6667,3,0
2.3333,4.1111,46.6667,4,0
2.3333,4.1111,46.6667,5,0
2.3333,4.1111,46.6667,6,0
2.3333,4.1111,46.6667,7,0
2.3333,4.1111,46.6667,8,0
2.3333,4.1111,46.6667,9,0
1,2.3333,43.3333,9,0.0985
2.3333,4.1111,46.6667,10,0
2.3333,4.1111,50,1,0
2.3333,4.1111,50,2,0
2.3333,4.1111,50,3,0
2.3333,4.1111,50,4,0
2.3333,4.1111,50,5,0
2.3333,4.1111,50,6,0
2.3333,4.1111,50,7,0
2.3333,4.1111,50,8,0
2.3333,4.1111,50,9,0
1,1,30,8,0.6802
1,2.3333,43.3333,10,0.2274
2.3333,4.1111,50,10,0
2.3333,4.5556,20,1,0
2.3333,4.5556,20,2,0
2.3333,4.5556,20,3,0
2.3333,4.5556,20,4,0
2.3333,4.5556,20,5,0
2.3333,4.5556,20,6,0
2.3333,4.5556,20,7,0
2.3333,4.5556,20,8,0
2.3333,4.5556,20,9,0
1,2.3333,46.6667,1,0
2.3333,4.5556,20,10,0
2.3333,4.5556,23.3333,1,0
2.3333,4.5556,23.3333,2,0
2.3333,4.5556,23.3333,3,0
2.3333,4.5556,23.3333,4,0
2.3333,4.5556,23.3333,5,0
2.3333,4.5556,23.3333,6,0
2.3333,4.5556,23.3333,7,0
2.3333,4.5556,23.3333,8,0
2.3333,4.5556,23.3333,9,0
1,2.3333,46.6667,2,0
2.3333,4.5556,23.3333,10,0
2.3333,4.5556,26.6667,1,0
2.3333,4.5556,26.6667,2,0
2.3333,4.5556,26.6667,3,0
2.3333,4.5556,26.6667,4,0
2.3333,4.5556,26.6667,5,0
2.3333,4.5556,26.6667,6,0
2.3333,4.5556,26.6667,7,0
2.3333,4.5556,26.6667,8,0
2.3333,4.5556,26.6667,9,0
1,2.3333,46.6667,3,0
2.3333,4.5556,26.6667,10,0
2.3333,4.5556,30,1,0
2.3333,4.5556,30,2,0
2.3333,4.5556,30,3,0
2.3333,4.5556,30,4,0
2.3333,4.5556,30,5,0
2.3333,4.5556,30,6,0
2.3333,4.5556,30,7,0
2.3333,4.5556,30,8,0
2.3333,4.5556,30,9,0
1,2.3333,46.6667,4,0
2.3333,4.5556,30,10,0
2.3333,4.5556,33.3333,1,0
2.3333,4.5556,33.3333,2,0
2.3333,4.5556,33.3333,3,0
2.3333,4.5556,33.3333,4,0
2.3333,4.5556,33.3333,5,0
2.3333,4.5556,33.3333,6,0
2.3333,4.5556,33.3333,7,0
2.3333,4.5556,33.3333,8,0
2.3333,4.5556,33.3333,9,0
1,2.3333,46.6667,5,0
2.3333,4.5556,33.3333,10,0
2.3333,4.5556,36.6667,1,0
2.3333,4.5556,36.6667,2,0
2.3333,4.5556,36.6667,3,0
2.3333,4.5556,36.6667,4,0
2.3333,4.5556,36.6667,5,0
2.3333,4.5556,36.6667,6,0
2.3333,4.5556,36.6667,7,0
2.3333,4.5556,36.6667,8,0
2.3333,4.5556,36.6667,9,0
1,2.3333,46.6667,6,0
2.3333,4.5556,36.6667,10,0
2.3333,4.5556,40,1,0
2.3333,4.5556,40,2,0
2.3333,4.5556,40,3,0
2.3333,4.5556,40,4,0
2.3333,4.5556,40,5,0
2.3333,4.5556,40,6,0
2.3333,4.5556,40,7,0
2.3333,4.5556,40,8,0
2.3333,4.5556,40,9,0
1,2.3333,46.6667,7,0
2.3333,4.5556,40,10,0
2.3333,4.5556,43.3333,1,0
2.3333,4.5556,43.3333,2,0
2.3333,4.5556,43.3333,3,0
2.3333,4.5556,43.3333,4,0
2.3333,4.5556,43.3333,5,0
2.3333,4.5556,43.3333,6,0
2.3333,4.5556,43.3333,7,0
2.3333,4.5556,43.3333,8,0
2.3333,4.5556,43.3333,9,0
1,2.3333,46.6667,8,0
2.3333,4.5556,43.3333,10,0
2.3333,4.5556,46.6667,1,0
2.3333,4.5556,46.6667,2,0
2.3333,4.5556,46.6667,3,0
2.3333,4.5556,46.6667,4,0
2.3333,4.5556,46.6667,5,0
2.3333,4.5556,46.6667,6,0
2.3333,4.5556,46.6667,7,0
2.3333,4.5556,46.6667,8,0
2.3333,4.5556,46.6667,9,0
1,2.3333,46.6667,9,0.0963
2.3333,4.5556,46.6667,10,0
2.3333,4.5556,50,1,0
2.3333,4.5556,50,2,0
2.3333,4.5556,50,3,0
2.3333,4.5556,50,4,0
2.3333,4.5556,50,5,0
2.3333,4.5556,50,6,0
2.3333,4.5556,50,7,0
2.3333,4.5556,50,8,0
2.3333,4.5556,50,9,0
1,1,30,9,0.7106
1,2.3333,46.6667,10,0.2288
2.3333,4.5556,50,10,0
2.3333,5,20,1,0
2.3333,5,20,2,0
2.3333,5,20,3,0
2.3333,5,20,4,0
2.3333,5,20,5,0
2.3333,5,20,6,0
2.3333,5,20,7,0
2.3333,5,20,8,0
2.3333,5,20,9,0
1,2.3333,50,1,0
2.3333,5,20,10,0
2.3333,5,23.3333,1,0
2.3333,5,23.3333,2,0
2.3333,5,23.3333,3,0
2.3333,5,23.3333,4,0
2.3333,5,23.3333,5,0
2.3333,5,23.3333,6,0
2.3333,5,23.3333,7,0
2.3333,5,23.3333,8,0
2.3333,5,23.3333,9,0
1,2.3333,50,2,0
2.3333,5,23.3333,10,0
2.3333,5,26.6667,1,0
2.3333,5,26.6667,2,0
2.3333,5,26.6667,3,0
2.3333,5,26.6667,4,0
2.3333,5,26.6667,5,0
2.3333,5,26.6667,6,0
2.3333,5,26.6667,7,0
2.3333,5,26.6667,8,0
2.3333,5,26.6667,9,0
1,2.3333,50,3,0
2.3333,5,26.6667,10,0
2.3333,5,30,1,0
2.3333,5,30,2,0
2.3333,5,30,3,0
2.3333,5,30,4,0
2.3333,5,30,5,0
